t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552332524,0,0.000000,0.000000,0.000000,0.000000,events/second
1552332534,0,0.000000,0.000000,0.000000,0.000000,events/second
1552332544,0,0.000000,0.000000,0.000000,0.000000,events/second
1552332554,0,0.000000,0.000000,0.000000,0.000000,events/second
1552332564,0,0.000000,0.000000,0.000000,0.000000,events/second
1552332574,13,0.217972,0.111938,0.023140,0.007756,events/second
1552332584,25,0.359002,0.293688,0.064973,0.022032,events/second
1552332594,38,0.477195,0.432823,0.102184,0.035048,events/second
1552332604,53,0.591308,0.580024,0.144677,0.050124,events/second
1552332614,71,0.712531,0.689914,0.182525,0.063932,events/second
1552332624,88,0.802460,0.888479,0.242000,0.085312,events/second
1552332634,100,0.835901,0.980441,0.283160,0.100935,events/second
1552332644,113,0.871671,1.014147,0.313218,0.113079,events/second
1552332654,130,0.931004,1.105365,0.355458,0.129515,events/second
1552332664,144,0.962380,1.149318,0.389648,0.143547,events/second
1552332674,158,0.989759,1.218506,0.429328,0.159640,events/second
1552332684,172,1.013978,1.247647,0.461205,0.173352,events/second
1552332694,187,1.041035,1.272315,0.492037,0.186912,events/second
1552332704,199,1.049425,1.290638,0.521749,0.200310,events/second
1552332714,213,1.066991,1.292715,0.547290,0.212464,events/second
1552332724,228,1.087642,1.310464,0.575300,0.225592,events/second
1552332734,238,1.083658,1.292227,0.595725,0.236353,events/second
1552332744,250,1.088722,1.295338,0.618896,0.248115,events/second
1552332754,263,1.097539,1.265989,0.634696,0.257531,events/second
1552332764,277,1.109659,1.271850,0.656535,0.269053,events/second
1552332774,290,1.116971,1.275532,0.677603,0.280442,events/second
1552332784,301,1.116356,1.278649,0.697980,0.291704,events/second
1552332794,312,1.115778,1.235871,0.707881,0.299531,events/second
1552332804,326,1.125586,1.246356,0.727320,0.310589,events/second
1552332814,339,1.131404,1.285934,0.752679,0.323734,events/second
1552332824,349,1.127162,1.258029,0.764093,0.332315,events/second
1552332834,360,1.126315,1.218417,0.771827,0.339692,events/second
1552332844,371,1.125517,1.199598,0.782559,0.348090,events/second
1552332854,382,1.124763,1.184947,0.792993,0.356402,events/second
1552332864,394,1.126919,1.172546,0.803085,0.364621,events/second
