t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552650777,21,2.225938,2.200000,2.200000,2.200000,events/second
1552650787,41,2.109345,2.185287,2.196749,2.198898,events/second
1552650797,61,2.072398,2.142130,2.187048,2.195598,events/second
1552650807,81,2.054001,2.120310,2.180916,2.193437,events/second
1552650817,101,2.042743,2.101841,2.174984,2.191300,events/second
1552650827,121,2.035875,2.102197,2.172553,2.190294,events/second
1552650837,141,2.030690,2.071796,2.163645,2.187089,events/second
1552650847,161,2.026785,2.060774,2.158280,2.185022,events/second
1552650857,181,2.023767,2.051444,2.153091,2.182978,events/second
1552650867,201,2.021380,2.043546,2.148072,2.180956,events/second
1552650877,221,2.019518,2.036861,2.143218,2.178956,events/second
1552650887,241,2.017910,2.031202,2.138523,2.176979,events/second
1552650897,260,2.008821,2.026412,2.133982,2.175023,events/second
1552650907,281,2.015281,2.022357,2.129589,2.173090,events/second
1552650917,301,2.014336,2.018925,2.125341,2.171177,events/second
1552650927,321,2.013437,2.016020,2.121231,2.169286,events/second
1552650937,341,2.012623,2.013560,2.117257,2.167415,events/second
1552650947,361,2.011941,2.011479,2.113413,2.165565,events/second
1552650957,381,2.011311,2.009716,2.109695,2.163736,events/second
1552650967,401,2.010571,2.008225,2.106099,2.161926,events/second
1552650977,421,2.010249,2.006962,2.102620,2.160137,events/second
1552650987,441,2.009655,2.005893,2.099256,2.158368,events/second
1552650997,460,2.004969,2.004989,2.096002,2.156618,events/second
1552651007,481,2.008946,2.004223,2.092855,2.154887,events/second
1552651017,501,2.005612,2.003574,2.089810,2.153176,events/second
1552651027,521,2.007913,2.003026,2.086866,2.151483,events/second
1552651037,540,2.004204,2.002561,2.084018,2.149810,events/second
1552651047,560,2.004071,2.002168,2.081264,2.148154,events/second
