t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552261028,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261038,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261048,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261058,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261068,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261078,2,0.295122,0.213773,0.127394,0.083826,0.295122,0.295122,0.295122,0.295122,0.295122,0.295122,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261088,5,0.295122,0.175021,0.127394,0.058832,0.150248,0.166541,0.295122,0.295122,0.295122,0.295122,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261098,5,0.295122,0.175021,0.127394,0.058832,0.150248,0.166541,0.295122,0.295122,0.295122,0.295122,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261108,7,0.295122,0.183061,0.127394,0.050466,0.166541,0.220788,0.295122,0.295122,0.295122,0.295122,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261118,8,0.295122,0.175360,0.127394,0.048869,0.166541,0.220788,0.295122,0.295122,0.295122,0.295122,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
