t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552261026,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261036,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261046,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261056,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261066,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261076,441,0.681479,0.189810,0.084962,0.078440,0.167471,0.228900,0.325125,0.401156,0.490973,0.681479,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261086,962,9.983469,0.188502,0.054600,0.542094,0.137316,0.176438,0.286549,0.367375,0.479535,9.983469,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261096,1461,9.594422,0.162220,0.054600,0.404811,0.131881,0.155948,0.250372,0.307407,0.392882,8.855548,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261106,1921,9.594422,0.154370,0.067612,0.386330,0.129686,0.152384,0.224199,0.266204,0.309147,8.855548,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
1552261116,2430,9.594422,0.150135,0.063196,0.367779,0.129370,0.150639,0.203344,0.262113,0.307327,8.855548,0.000000,0.000000,0.000000,0.000000,calls/millisecond,milliseconds
