t,count
1554825128,3
1554825138,10
1554825148,15
1554825158,20
1554825168,26
1554825178,32
1554825188,37
1554825198,42
1554825208,48
1554825218,53
1554825228,60
1554825238,65
1554825248,72
1554825258,79
1554825268,84
1554825278,90
1554825288,95
1554825298,100
1554825308,105
1554825318,111
1554825328,117
1554825338,124
1554825348,129
1554825358,134
1554825368,139
1554825379,146
1554825388,155
1554825398,162
1554825409,168
1554825418,175
1554825428,181
1554825438,189
1554825448,198
1554825458,208
