t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825118,13,4.771025,0.000000,0.000000,0.000000,events/second
1554825128,69,5.430938,5.431982,5.406611,5.402216,events/second
1554825138,128,5.631334,5.461612,5.413115,5.404420,events/second
1554825148,187,5.717775,5.576246,5.438967,5.413217,events/second
1554825158,240,5.622530,5.553025,5.437854,5.413089,events/second
1554825168,290,5.502998,5.470683,5.423608,5.408537,events/second
1554825178,339,5.407868,5.353008,5.399913,5.400711,events/second
1554825188,389,5.351237,5.314806,5.390108,5.397391,events/second
1554825198,439,5.307497,5.266478,5.377319,5.393000,events/second
1554825208,482,5.197806,5.177595,5.355032,5.385334,events/second
1554825218,502,4.883515,4.732635,5.254739,5.351227,events/second
1554825228,521,4.618186,4.297135,5.144730,5.313089,events/second
1554825238,540,4.398656,3.959195,5.044885,5.277582,events/second
1554825248,559,4.209685,3.644989,4.941865,5.240271,events/second
1554825258,580,4.055435,3.377740,4.842168,5.203365,events/second
1554825268,600,3.929260,3.196936,4.755548,5.170179,events/second
1554825278,619,3.802717,2.997193,4.661904,5.134042,events/second
1554825288,638,3.690392,2.831950,4.571495,5.098322,events/second
1554825298,655,3.583061,2.673527,4.480635,5.061877,events/second
1554825308,669,3.471718,2.463305,4.376388,5.020313,events/second
1554825318,686,3.384358,2.345484,4.288619,4.983622,events/second
1554825328,703,3.305222,2.247030,4.203781,4.947342,events/second
1554825338,721,3.237705,2.178403,4.124976,4.912565,events/second
1554825348,739,3.175913,2.120311,4.048754,4.878172,events/second
1554825358,754,3.105852,2.025721,3.965223,4.840848,events/second
1554825368,771,3.050084,1.976356,3.890988,4.806146,events/second
1554825379,787,2.992754,1.902588,3.812574,4.769611,events/second
1554825388,801,2.934041,1.856135,3.740038,4.734588,events/second
1554825398,814,2.879402,1.740694,3.653514,4.694431,events/second
1554825409,829,2.831383,1.719095,3.586192,4.660238,events/second
1554825418,843,2.784207,1.687377,3.517880,4.625328,events/second
1554825428,856,2.736996,1.628547,3.445197,4.588588,events/second
1554825438,869,2.692453,1.577470,3.374842,4.552247,events/second
1554825448,886,2.662771,1.582207,3.316710,4.519632,events/second
1554825458,901,2.628656,1.570226,3.257179,4.486269,events/second
