t,count
1554825118,3
1554825128,10
1554825138,15
1554825148,21
1554825158,26
1554825168,32
1554825178,37
1554825188,42
1554825198,48
1554825208,55
1554825218,65
1554825228,74
1554825238,83
1554825248,93
1554825258,102
1554825268,112
1554825278,122
1554825288,132
1554825298,142
1554825308,151
1554825318,161
1554825328,171
1554825338,181
1554825348,191
1554825358,201
1554825368,211
1554825379,221
1554825388,231
1554825398,241
1554825409,251
1554825418,261
1554825428,271
1554825438,281
1554825448,291
1554825458,301
