t,count
1554825118,3
1554825128,8
1554825138,13
1554825148,18
1554825158,23
1554825168,28
1554825178,33
1554825188,38
1554825198,43
1554825208,48
1554825218,53
1554825228,58
1554825238,63
1554825248,68
1554825258,73
1554825268,78
1554825278,83
1554825288,88
1554825298,93
1554825308,98
1554825318,103
1554825328,110
1554825338,117
1554825348,127
1554825358,136
1554825368,146
1554825379,156
1554825388,165
1554825398,175
1554825409,185
1554825418,195
1554825428,204
1554825438,214
1554825448,224
1554825458,234
