t,count
1554841174,3
1554841184,10
1554841194,15
1554841204,21
1554841214,27
1554841224,32
1554841234,37
1554841244,42
1554841254,48
1554841264,55
1554841274,60
1554841284,66
1554841294,74
1554841304,79
1554841314,85
1554841324,90
1554841334,95
1554841344,100
1554841354,105
1554841364,114
1554841374,119
1554841384,125
1554841394,130
1554841404,135
1554841414,142
1554841424,150
1554841434,158
1554841444,164
1554841454,169
1554841464,177
1554841474,185
1554841484,192
1554841494,200
1554841504,209
1554841514,215
1554841524,221
1554841534,231
