t,count
1554841174,1
1554841184,13
1554841194,33
1554841204,60
1554841214,83
1554841224,106
1554841234,126
1554841244,154
1554841254,168
1554841264,192
1554841274,227
1554841284,242
1554841294,260
1554841304,309
1554841314,324
1554841324,339
1554841334,371
1554841344,391
1554841354,418
1554841364,436
1554841374,462
1554841384,480
1554841394,504
1554841404,529
1554841414,552
1554841424,583
1554841434,583
1554841444,583
1554841454,583
1554841464,583
1554841474,583
1554841484,583
1554841494,583
1554841504,583
1554841514,583
1554841524,583
1554841534,583
