t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824098,3,26.665092,0.000000,0.000000,0.000000,events/second
1554824108,36,3.564532,3.768018,3.793389,3.797784,events/second
1554824118,69,3.420157,3.689767,3.774317,3.791222,events/second
1554824128,122,4.054103,3.931213,3.824089,3.807865,events/second
1554824138,157,3.916135,3.854146,3.813000,3.804411,events/second
1554824148,197,3.930776,3.854153,3.815552,3.805434,events/second
1554824158,259,4.310633,4.215562,3.893778,3.831899,events/second
1554824168,302,4.308821,4.263704,3.913843,3.839303,events/second
1554824178,358,4.470139,4.467571,3.969068,3.858752,events/second
1554824188,395,4.384389,4.338219,3.957132,3.855911,events/second
1554824198,420,4.196579,4.062420,3.912257,3.841991,events/second
1554824208,468,4.250954,4.182045,3.941634,3.852607,events/second
1554824218,495,4.122272,3.948771,3.900683,3.839844,events/second
1554824228,507,3.897223,3.510793,3.808838,3.809566,events/second
1554824238,566,4.040042,3.873105,3.877203,3.832643,events/second
1554824248,603,4.017364,3.858046,3.874508,3.832264,events/second
1554824258,644,4.022815,3.899666,3.882092,3.835244,events/second
1554824268,696,4.092031,4.085857,3.922102,3.849228,events/second
1554824278,747,4.147948,4.240907,3.960691,3.863046,events/second
1554824288,778,4.092970,4.078552,3.935643,3.855707,events/second
1554824298,797,3.983417,3.733867,3.865847,3.833017,events/second
1554824308,852,4.053916,4.014590,3.919831,3.851482,events/second
1554824318,866,3.934903,3.611924,3.837166,3.824388,events/second
1554824328,911,3.959379,3.748899,3.858924,3.831857,events/second
1554824338,964,4.015164,3.981268,3.905922,3.848051,events/second
1554824348,987,3.946289,3.729564,3.856169,3.832008,events/second
1554824358,996,3.829403,3.295814,3.759282,3.799614,events/second
1554824368,1005,3.721105,2.928652,3.665571,3.767577,events/second
1554824378,1015,3.623363,2.632568,3.578183,3.736996,events/second
1554824388,1023,3.526202,2.351236,3.487103,3.704544,events/second
1554824398,1033,3.441865,2.127805,3.402261,3.673552,events/second
1554824408,1043,3.363547,1.953388,3.323451,3.644004,events/second
1554824418,1052,3.286567,1.791034,3.243973,3.613680,events/second
1554824428,1060,3.211290,1.637614,3.163796,3.582584,events/second
