t,count
1554649861,6
1554649871,15
1554649881,25
1554649891,34
1554649901,44
1554649911,54
1554649921,64
1554649931,73
1554649941,83
1554649951,93
1554649961,100
1554649971,109
1554649981,118
1554649991,128
1554650001,138
1554650011,147
1554650021,157
1554650031,166
1554650041,174
1554650051,183
1554650061,191
1554650071,201
1554650081,207
1554650091,217
1554650101,225
1554650111,233
1554650121,242
1554650131,252
1554650141,260
1554650151,270
1554650161,279
1554650171,289
1554650181,299
1554650191,309
1554650201,318
1554650211,328
1554650221,338
