t,count
1552603111,26
1552603121,157
1552603131,316
1552603141,406
1552603151,547
1552603161,679
1552603171,779
1552603181,878
1552603191,985
1552603201,1170
1552603211,1315
1552603221,1438
1552603231,1581
1552603241,1694
1552603251,1786
1552603261,1951
1552603271,2109
1552603281,2248
1552603291,2416
1552603301,2512
1552603311,2727
1552603321,2866
1552603331,2951
1552603341,2965
1552603351,2973
1552603361,2982
1552603371,2993
1552603381,3002
1552603391,3012
1552603401,3021
1552603411,3032
1552603421,3041
1552603431,3051
1552603441,3061
1552603451,3072
1552603461,3081
1552603471,3091
