t,count
1554825120,4
1554825130,10
1554825140,15
1554825150,20
1554825160,26
1554825170,32
1554825180,37
1554825190,43
1554825200,48
1554825210,53
1554825220,62
1554825230,71
1554825240,81
1554825250,91
1554825260,100
1554825270,110
1554825280,120
1554825290,130
1554825300,140
1554825310,150
1554825320,159
1554825330,169
1554825340,179
1554825350,189
1554825360,199
1554825370,209
1554825380,219
1554825390,229
1554825400,239
1554825410,249
1554825420,259
1554825430,269
1554825440,279
1554825450,289
