t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825120,9,0.900719,0.800000,0.800000,0.800000,events/second
1554825130,19,0.946041,0.844240,0.809754,0.803306,events/second
1554825140,44,1.467263,0.920658,0.826121,0.808828,events/second
1554825150,79,1.976314,1.286570,0.907252,0.836357,events/second
1554825160,122,2.442006,1.689697,1.005448,0.870218,events/second
1554825170,165,2.751050,2.073796,1.110123,0.907005,events/second
1554825180,221,3.158598,2.557561,1.244369,0.954459,events/second
1554825190,279,3.487988,3.025910,1.387219,1.005797,events/second
1554825200,336,3.734347,3.451783,1.531887,1.058771,events/second
1554825210,394,3.941608,3.829547,1.675172,1.112274,events/second
1554825220,454,4.126563,4.269041,1.876505,1.189774,events/second
1554825230,513,4.275762,4.391450,1.941354,1.215315,events/second
1554825240,573,4.408355,4.622400,2.071107,1.267076,events/second
1554825250,630,4.501133,4.784635,2.189940,1.316043,events/second
1554825260,682,4.547738,4.937955,2.308182,1.365576,events/second
1554825270,744,4.651165,4.995454,2.406348,1.409059,events/second
1554825280,809,4.759813,5.240502,2.543777,1.466411,events/second
1554825290,874,4.856437,5.465201,2.680062,1.524243,events/second
1554825300,939,4.942979,5.609988,2.802070,1.578125,events/second
1554825310,1011,5.055640,5.809947,2.936499,1.636938,events/second
1554825320,1093,5.205797,6.104579,3.092856,1.703954,events/second
1554825330,1174,5.336936,6.395561,3.253731,1.773523,events/second
1554825340,1259,5.474302,6.704558,3.422501,1.846749,events/second
1554825350,1344,5.600013,6.916866,3.575765,1.915836,events/second
1554825360,1421,5.683795,7.192255,3.800914,2.019661,events/second
1554825370,1501,5.773530,7.240848,3.867013,2.051685,events/second
1554825380,1584,5.867442,7.370825,4.005705,2.118508,events/second
1554825390,1665,5.947237,7.559526,4.156324,2.190126,events/second
1554825400,1734,5.980215,7.485784,4.252692,2.244363,events/second
1554825410,1802,6.007425,7.409929,4.342705,2.296904,events/second
1554825420,1876,6.052339,7.315015,4.423210,2.346656,events/second
1554825430,1948,6.087692,7.292244,4.514026,2.400259,events/second
1554825440,2015,6.106657,7.336933,4.615087,2.457701,events/second
1554825450,2086,6.135864,7.210366,4.676964,2.502377,events/second
