t,count
1554825110,0
1554825120,79
1554825130,193
1554825140,291
1554825150,402
1554825160,506
1554825170,591
1554825180,633
1554825190,750
1554825200,841
1554825210,919
1554825220,933
1554825230,1024
1554825240,1172
1554825250,1258
1554825260,1369
1554825270,1474
1554825280,1551
1554825290,1628
1554825300,1724
1554825310,1871
1554825320,1932
1554825330,1932
1554825340,2118
1554825350,2118
1554825360,2221
1554825370,2221
1554825380,2221
1554825390,2221
1554825400,2221
1554825410,2221
1554825420,2221
1554825430,2221
1554825440,2221
1554825450,2221
