t,count
1554825120,4
1554825130,9
1554825140,14
1554825150,19
1554825160,24
1554825170,29
1554825180,34
1554825190,39
1554825200,44
1554825210,49
1554825220,54
1554825230,63
1554825240,73
1554825250,83
1554825260,93
1554825270,103
1554825280,113
1554825290,123
1554825300,133
1554825310,143
1554825320,153
1554825330,163
1554825340,173
1554825350,183
1554825360,193
1554825370,203
1554825380,213
1554825390,223
1554825400,233
1554825410,243
1554825420,253
1554825430,263
1554825440,273
1554825450,283
