t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848973,8,11.237734,0.000000,0.000000,0.000000,events/second
1554848983,67,6.261337,6.152027,6.190083,6.196676,events/second
1554848993,120,5.787051,6.094148,6.177131,6.192274,events/second
1554849003,182,5.925354,5.995255,6.151981,6.183557,events/second
1554849013,250,6.141258,6.139273,6.179345,6.192529,events/second
1554849023,313,6.171671,6.171628,6.186251,6.194785,events/second
1554849033,371,6.112818,6.078759,6.166813,6.188188,events/second
1554849043,436,6.167786,6.122961,6.174239,6.190504,events/second
1554849053,513,6.356185,6.367631,6.226992,6.208227,events/second
1554849063,580,6.395353,6.438491,6.248591,6.215819,events/second
1554849073,651,6.464335,6.515743,6.272843,6.224440,events/second
1554849083,715,6.459498,6.508851,6.280099,6.227464,events/second
1554849093,783,6.488030,6.536278,6.293783,6.232676,events/second
1554849103,841,6.435400,6.447557,6.283878,6.230074,events/second
1554849113,909,6.460640,6.496549,6.300580,6.236347,events/second
1554849123,971,6.442880,6.415205,6.290507,6.233711,events/second
1554849133,1041,6.478506,6.455730,6.303796,6.238848,events/second
1554849143,1117,6.544059,6.649314,6.352301,6.256037,events/second
