t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553045406,6,0.825147,0.600000,0.600000,0.600000,events/second
1553045416,20,1.158843,0.722815,0.626227,0.608840,events/second
1553045426,37,1.358086,0.844045,0.654955,0.618696,events/second
1553045436,55,1.476769,0.989523,0.692439,0.631743,events/second
1553045446,75,1.585233,1.161919,0.738666,0.647976,events/second
1553045456,95,1.659659,1.258598,0.773406,0.660699,events/second
1553045466,117,1.740010,1.420390,0.823536,0.678822,events/second
1553045476,136,1.760428,1.508092,0.865356,0.694522,events/second
1553045486,158,1.809501,1.568896,0.896052,0.706743,events/second
1553045496,177,1.819345,1.651070,0.935550,0.722141,events/second
1553045506,194,1.806639,1.657942,0.960584,0.732943,events/second
1553045516,217,1.850390,1.742436,1.001271,0.749160,events/second
