t,count
1554824119,3
1554824129,10
1554824139,15
1554824149,20
1554824159,26
1554824169,31
1554824179,37
1554824189,42
1554824199,48
1554824209,54
1554824219,61
1554824229,67
1554824239,74
1554824249,81
1554824259,86
1554824269,93
1554824279,98
1554824289,103
1554824299,108
1554824309,114
1554824319,120
1554824329,127
1554824339,132
1554824349,137
1554824359,142
1554824369,148
1554824379,157
1554824389,167
1554824399,177
1554824409,186
1554824419,196
