t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554847741,3,1.072385,0.000000,0.000000,0.000000,events/second
1554847751,12,0.937014,1.000000,1.000000,1.000000,events/second
1554847761,22,0.964519,0.985287,0.996749,0.998898,events/second
1554847771,41,1.250407,1.067502,1.013384,1.004450,events/second
1554847781,71,1.659512,1.366733,1.078622,1.026513,events/second
1554847791,114,2.158731,1.746677,1.168113,1.057189,events/second
1554847801,155,2.468894,2.106037,1.264150,1.090802,events/second
1554847811,193,2.651785,2.348821,1.343924,1.119623,events/second
1554847821,228,2.753503,2.601029,1.430946,1.151444,events/second
1554847831,267,2.877724,2.755668,1.502111,1.178506,events/second
1554847841,311,3.025380,2.914713,1.577390,1.207466,events/second
1554847851,358,3.174201,3.218852,1.686291,1.248264,events/second
1554847861,410,3.339314,3.493569,1.794982,1.289726,events/second
1554847871,459,3.456750,3.786241,1.913168,1.335143,events/second
1554847881,509,3.564843,3.925881,2.004504,1.372320,events/second
1554847891,561,3.671839,4.105490,2.105959,1.413506,events/second
1554847901,615,3.778124,4.302942,2.213896,1.457549,events/second
1554847911,667,3.860247,4.487352,2.321655,1.502220,events/second
1554847921,722,3.950094,4.615305,2.419433,1.544199,events/second
