t,count
1552758605,2
1552758615,12
1552758625,22
1552758635,32
1552758645,40
1552758655,50
1552758665,60
1552758675,70
1552758685,80
1552758695,90
1552758705,100
1552758715,110
1552758725,120
1552758735,130
1552758745,140
1552758755,150
1552758765,160
1552758775,169
1552758785,179
1552758795,189
1552758805,199
1552758815,209
1552758825,219
1552758835,229
1552758845,239
1552758855,249
1552758865,259
1552758875,269
1552758885,279
1552758895,289
1552758905,299
1552758915,309
1552758948,312
1552758949,312
1552758950,312
