t,count
1552758605,2
1552758615,11
1552758625,21
1552758635,31
1552758645,41
1552758655,51
1552758665,61
1552758675,71
1552758685,81
1552758695,91
1552758705,101
1552758715,111
1552758725,121
1552758735,131
1552758745,141
1552758755,151
1552758765,161
1552758775,171
1552758785,181
1552758795,191
1552758805,201
1552758815,211
1552758825,221
1552758835,231
1552758845,241
1552758855,251
1552758865,261
1552758875,271
1552758885,281
1552758895,291
1552758905,301
1552758915,311
1552758948,314
1552758949,314
1552758950,314
