t,count
1552758605,2
1552758615,11
1552758625,21
1552758635,30
1552758645,40
1552758655,50
1552758665,60
1552758675,70
1552758685,80
1552758695,90
1552758705,100
1552758715,110
1552758725,120
1552758735,129
1552758745,139
1552758755,149
1552758765,159
1552758775,169
1552758785,179
1552758795,189
1552758805,199
1552758815,209
1552758825,219
1552758835,229
1552758845,239
1552758855,249
1552758865,258
1552758875,268
1552758885,278
1552758895,288
1552758905,298
1552758915,308
1552758948,310
1552758949,310
1552758950,310
