t,count
1552758605,2
1552758615,11
1552758625,21
1552758635,31
1552758645,39
1552758655,49
1552758665,58
1552758675,68
1552758685,78
1552758695,88
1552758705,97
1552758715,107
1552758725,116
1552758735,126
1552758745,136
1552758755,146
1552758765,156
1552758775,166
1552758785,176
1552758795,186
1552758805,196
1552758815,205
1552758825,215
1552758835,225
1552758845,235
1552758855,245
1552758865,255
1552758875,265
1552758885,275
1552758895,285
1552758905,295
1552758915,305
1552758948,308
1552758949,308
1552758950,308
