t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552760194,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552760204,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552760214,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552760224,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552760234,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552760244,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552760254,165,1.245480,0.174608,0.101701,0.100317,0.153494,0.183807,0.269145,0.342907,0.419135,1.245480,2.368369,0.623654,0.128923,0.043213,calls/second,milliseconds
1552760264,436,2.396451,0.170848,0.073739,0.162037,0.138221,0.173810,0.298210,0.569253,0.684160,2.396451,5.478447,4.659471,1.006665,0.339979,calls/second,milliseconds
1552760274,694,3.183474,0.155651,0.059767,0.180609,0.122187,0.156943,0.275408,0.488920,0.696821,3.183474,7.748377,8.085315,1.858664,0.634544,calls/second,milliseconds
1552760284,959,3.562543,0.149341,0.059767,0.197345,0.117435,0.147315,0.269145,0.488920,0.684160,3.562543,9.632115,10.791409,2.640358,0.911517,calls/second,milliseconds
1552760294,1220,3.562543,0.146466,0.057649,0.230193,0.110807,0.131707,0.241059,0.491404,0.843920,3.562543,11.135830,13.181220,3.419018,1.193124,calls/second,milliseconds
1552760304,1472,3.601456,0.147921,0.045393,0.272175,0.104453,0.123627,0.235639,0.559954,1.783544,3.601456,12.307950,15.176005,4.165704,1.469422,calls/second,milliseconds
1552760314,1720,3.601456,0.134125,0.045393,0.230571,0.099264,0.117458,0.234799,0.376932,0.757262,3.601456,13.276894,16.611883,4.832533,1.723922,calls/second,milliseconds
1552760324,1953,20.992900,0.148179,0.041329,0.775814,0.096559,0.113205,0.195452,0.328144,0.575168,20.992900,13.995023,17.710276,5.454142,1.967829,calls/second,milliseconds
1552760334,2211,20.992900,0.140337,0.057352,0.730700,0.095095,0.110341,0.180966,0.319841,0.757262,20.992900,14.778864,18.867757,6.101816,2.224573,calls/second,milliseconds
1552760344,2455,20.992900,0.138368,0.057887,0.702206,0.095677,0.109506,0.164521,0.264805,0.418560,20.992900,15.386977,19.825160,6.724678,2.477340,calls/second,milliseconds
1552760354,2714,20.992900,0.132003,0.057887,0.658496,0.096350,0.108872,0.140383,0.236612,0.328587,3.531059,16.007761,20.579290,7.314225,2.722920,calls/second,milliseconds
1552760364,2976,20.992900,0.129648,0.057887,0.621252,0.095235,0.106641,0.130981,0.192104,0.401970,3.531059,16.573891,21.362216,7.916845,2.976792,calls/second,milliseconds
1552760374,3224,20.992900,0.127056,0.057887,0.582401,0.095176,0.106077,0.130321,0.192104,0.441524,3.531059,17.008484,22.115781,8.519326,3.234483,calls/second,milliseconds
1552760384,3486,20.992900,0.127429,0.057887,0.549277,0.095943,0.106122,0.135162,0.192128,0.802615,3.531059,17.468860,22.705039,9.089487,3.484968,calls/second,milliseconds
1552760394,3741,20.992900,0.132966,0.057887,0.529604,0.096040,0.106008,0.135650,0.314660,0.878024,3.531059,17.853373,22.949255,9.588120,3.714963,calls/second,milliseconds
1552760404,3988,20.992900,0.136739,0.057887,0.509251,0.097701,0.110185,0.140680,0.377888,0.874847,3.531059,18.163131,23.396495,10.122641,3.960071,calls/second,milliseconds
1552760414,4213,20.992900,0.157596,0.057887,0.647625,0.100174,0.113797,0.178923,0.532711,1.197437,11.004709,18.353550,23.185313,10.514786,4.160452,calls/second,milliseconds
1552760424,4463,20.992900,0.153513,0.045010,0.605339,0.098597,0.111966,0.192512,0.532711,0.989640,11.004709,18.628990,23.346848,10.966310,4.382940,calls/second,milliseconds
1552760434,4707,11.004709,0.137339,0.055340,0.420069,0.097296,0.109881,0.192512,0.525406,0.809320,11.004709,18.862342,23.606400,11.429257,4.611810,calls/second,milliseconds
1552760444,4955,11.004709,0.125098,0.043005,0.382321,0.095377,0.106846,0.169457,0.361482,0.616393,11.004709,19.091374,23.816507,11.873995,4.837073,calls/second,milliseconds
