t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824093,6,1.184781,1.000000,1.000000,1.000000,events/second
1554824103,16,1.057069,1.000000,1.000000,1.000000,events/second
1554824113,31,1.236024,1.093390,1.019725,1.006636,events/second
1554824123,56,1.596135,1.313805,1.068445,1.023158,events/second
1554824133,101,2.240118,1.803583,1.180972,1.061579,events/second
1554824143,151,2.741520,2.294292,1.306175,1.105097,events/second
1554824153,208,3.195536,2.805614,1.447107,1.154783,events/second
1554824163,262,3.489464,3.202621,1.576644,1.201685,events/second
1554824173,322,3.785238,3.632070,1.721659,1.254704,events/second
1554824183,379,3.986662,3.947617,1.852002,1.303814,events/second
1554824193,439,4.177333,4.262695,1.987990,1.355705,events/second
1554824203,497,4.319107,4.498700,2.112962,1.404812,events/second
1554824213,556,4.445615,4.727898,2.240340,1.455581,events/second
1554824223,616,4.559678,4.925746,2.363706,1.505808,events/second
1554824233,679,4.680412,5.133523,2.492616,1.558766,events/second
1554824243,738,4.758961,5.250552,2.604296,1.606732,events/second
1554824253,793,4.803400,5.274773,2.696005,1.648652,events/second
1554824263,850,4.855323,5.356684,2.797821,1.694529,events/second
1554824273,904,4.884530,5.362055,2.883076,1.735467,events/second
1554824283,961,4.926444,5.397305,2.972092,1.778163,events/second
1554824293,1015,4.949291,5.411153,3.054885,1.819278,events/second
1554824303,1070,4.975225,5.405605,3.131603,1.858825,events/second
1554824313,1137,5.051794,5.604958,3.248616,1.912322,events/second
1554824323,1199,5.100710,5.696308,3.345374,1.959699,events/second
1554824333,1268,5.174117,5.879178,3.461827,2.014278,events/second
1554824343,1336,5.237355,6.033975,3.574462,2.068254,events/second
1554824353,1403,5.292838,6.122149,3.673705,2.118334,events/second
1554824363,1475,5.362343,6.287619,3.789311,2.174485,events/second
1554824373,1556,5.458185,6.585040,3.934074,2.241083,events/second
1554824383,1647,5.581581,6.955781,4.100155,2.315766,events/second
1554824393,1741,5.706958,7.343168,4.277046,2.395134,events/second
1554824403,1834,5.820294,7.629504,4.438495,2.470331,events/second
1554824413,1927,5.927857,7.902586,4.601207,2.546907,events/second
1554824423,2019,6.025503,8.101763,4.751973,2.620421,events/second
