t,count
1554841175,4
1554841185,14
1554841195,23
1554841205,33
1554841215,43
1554841225,53
1554841235,63
1554841245,73
1554841255,82
1554841265,91
1554841275,101
1554841285,111
1554841295,121
1554841305,130
1554841315,140
1554841325,150
1554841335,160
1554841345,170
1554841355,179
1554841365,189
1554841375,199
1554841385,209
1554841395,219
1554841405,229
1554841415,238
1554841425,248
1554841435,258
1554841445,268
1554841455,278
1554841465,288
1554841475,298
1554841485,308
1554841495,318
1554841505,328
1554841515,338
1554841525,348
1554841535,358
1554841545,368
