t,count
1554825110,4
1554825120,14
1554825130,23
1554825140,32
1554825150,41
1554825160,51
1554825170,60
1554825180,70
1554825190,80
1554825200,90
1554825210,99
1554825220,109
1554825230,119
1554825240,129
1554825250,139
1554825260,149
1554825270,158
1554825280,168
1554825290,178
1554825300,188
1554825310,198
1554825320,208
1554825330,217
1554825340,227
1554825350,237
1554825360,247
1554825370,256
1554825380,266
1554825390,276
1554825400,286
1554825410,296
1554825420,305
1554825430,315
1554825440,325
1554825450,334
