t,count
1554825120,9
1554825130,19
1554825140,29
1554825150,39
1554825160,49
1554825170,59
1554825180,69
1554825190,79
1554825200,89
1554825210,99
1554825220,109
1554825230,119
1554825240,129
1554825250,139
1554825260,149
1554825270,159
1554825280,169
1554825290,179
1554825300,189
1554825310,199
1554825320,209
1554825330,219
1554825340,229
1554825350,239
1554825360,249
1554825370,259
1554825380,269
1554825390,279
1554825400,289
1554825410,299
1554825420,309
1554825430,319
1554825440,329
1554825450,339
