t,value
1552607216,0.004405286343612335
1552607226,0.003236245954692557
1552607236,0.0020161290322580645
1552607246,0.0014947683109118087
1552607256,0.001256281407035176
1552607266,0.0011494252873563218
1552607276,0.001037344398340249
1552607286,0.001774622892635315
1552607296,0.0024311183144246355
1552607306,0.004940014114326041
1552607316,0.005984042553191489
1552607326,0.0065986802639472104
1552607336,0.007514761137949544
1552607346,0.00794044665012407
1552607356,0.008514664143803218
1552607366,0.009544468546637744
1552607376,0.010477299185098952
1552607386,0.011144130757800892
1552607396,0.011053540587219343
1552607406,0.01252884932410155
1552607416,0.013810420590081607
1552607426,0.014006419608987453
1552607436,0.014908890115958034
1552607446,0.015687317202871576
1552607456,0.01760204081632653
1552607466,0.018377848566527813
1552607476,0.02079846999760937
1552607486,0.020793499043977055
1552607496,0.02076867987586536
1552607506,0.020748867159551633
1552607516,0.020729092208720514
1552607526,0.020689655172413793
1552607536,0.02061611374407583
1552607546,0.020618556701030927
1552607556,0.020584795321637428
1552607566,0.020570359981299673
1552607576,0.020555944872693296
1552607586,0.020551144325081736
1552607596,0.02054154995331466
1552607606,0.020536756126021002
1552607616,0.020536756126021002
1552607626,0.02053196453569762
1552607636,0.02053196453569762
1552607646,0.02053196453569762
