t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848322,14,26.469508,0.000000,0.000000,0.000000,events/second
1554848332,200,18.953209,17.559911,17.433057,17.411080,events/second
1554848342,367,17.818889,17.483571,17.427138,17.409678,events/second
1554848352,493,16.155249,16.879700,17.301341,17.367546,events/second
1554848362,638,15.755161,16.488144,17.203137,17.333672,events/second
1554848372,797,15.766786,16.430475,17.167054,17.320050,events/second
1554848382,911,15.055778,15.464385,16.935614,17.240298,events/second
1554848392,1026,14.543173,14.942154,16.782083,17.185535,events/second
1554848402,1184,14.693361,14.943994,16.720737,17.160321,events/second
1554848412,1324,14.625354,15.001213,16.676891,17.140809,events/second
1554848422,1502,14.938334,15.221697,16.665437,17.131619,events/second
1554848432,1657,14.983718,15.275938,16.630344,17.114677,events/second
1554848442,1833,15.210904,15.672378,16.669072,17.122293,events/second
1554848452,2023,15.499342,16.364893,16.784720,17.156288,events/second
1554848462,2148,15.284112,15.761972,16.643841,17.104792,events/second
1554848472,2312,15.361307,15.707033,16.600467,17.084926,events/second
1554848482,2456,15.302269,15.476955,16.521825,17.053055,events/second
1554848492,2590,15.185383,15.231667,16.435735,17.018199,events/second
1554848502,2726,15.101087,14.887787,16.323044,16.973794,events/second
1554848512,2912,15.285671,15.483269,16.404029,16.993948,events/second
1554848522,3097,15.446550,15.984776,16.482251,17.013867,events/second
