t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554847741,8,2.859120,0.000000,0.000000,0.000000,events/second
1554847751,55,4.294487,3.575902,3.436363,3.412188,events/second
1554847761,84,3.682480,3.347406,3.392470,3.397680,events/second
1554847771,146,4.452617,3.764226,3.480987,3.427512,events/second
1554847781,184,4.300667,3.923885,3.526880,3.443712,events/second
1554847791,228,4.317433,3.977150,3.552034,3.453152,events/second
1554847801,292,4.651051,4.166159,3.606116,3.472460,events/second
1554847811,339,4.657776,4.198870,3.634628,3.483725,events/second
1554847821,387,4.673688,4.437001,3.705290,3.509282,events/second
1554847831,427,4.602186,4.312342,3.702002,3.510303,events/second
1554847841,456,4.435912,4.279752,3.717673,3.517850,events/second
1554847851,504,4.468694,4.234879,3.724224,3.522137,events/second
1554847861,531,4.324807,4.157240,3.723621,3.524124,events/second
1554847871,540,4.066754,3.672546,3.634330,3.496233,events/second
1554847881,598,4.188154,3.761191,3.653203,3.504047,events/second
1554847891,629,4.116901,3.719824,3.650748,3.505027,events/second
1554847901,668,4.103688,3.801211,3.669083,3.512743,events/second
1554847911,719,4.161187,3.877145,3.689739,3.521439,events/second
1554847921,769,4.207225,4.060401,3.735782,3.538860,events/second
