t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554649861,203,31.192017,31.200000,31.200000,31.200000,events/second
1554649871,504,30.531994,31.020892,31.160878,31.186765,events/second
1554649881,813,30.724013,30.983146,31.148883,31.182473,events/second
1554649891,1124,30.684131,31.000446,31.147253,31.181559,events/second
1554649901,1422,30.452975,30.786730,31.096583,31.164089,events/second
1554649911,1720,30.477118,30.774055,31.083609,31.158964,events/second
1554649921,2036,30.620424,30.852879,31.090621,31.160513,events/second
1554649931,2327,30.443653,30.637507,31.035523,31.141097,events/second
1554649941,2643,30.134591,30.524926,30.998324,31.127387,events/second
1554649951,2751,28.492374,27.851799,30.411629,30.928200,events/second
1554649961,3031,28.423563,27.765800,30.306940,30.887073,events/second
1554649971,3312,28.443331,27.896422,30.251089,30.861814,events/second
1554649981,3621,28.640168,28.282046,30.256026,30.856717,events/second
1554649991,3930,28.804465,28.669876,30.273914,30.856096,events/second
1554650001,4230,28.887303,28.890066,30.268240,30.847745,events/second
1554650011,4540,29.018399,29.213979,30.292230,30.849427,events/second
1554650021,4843,29.098931,29.381343,30.292512,30.843359,events/second
1554650031,5148,29.178286,29.535168,30.295926,30.838448,events/second
1554650041,5463,29.302761,29.868149,30.341985,30.847971,events/second
1554650051,5762,29.333346,29.920372,30.337385,30.840817,events/second
1554650061,6072,29.414269,30.044534,30.349464,30.839283,events/second
1554650071,6379,29.473664,30.124694,30.357459,30.836614,events/second
1554650081,6693,29.557944,30.317920,30.391528,30.842827,events/second
1554650091,6998,29.598493,30.349069,30.395221,30.839054,events/second
1554650101,7301,29.626845,30.311472,30.385570,30.830891,events/second
1554650111,7611,29.680508,30.402461,30.402462,30.831658,events/second
1554650121,7918,29.718689,30.474367,30.418582,30.832392,events/second
1554650131,8230,29.772345,30.616469,30.450757,30.838663,events/second
1554650141,8545,29.832211,30.644644,30.462206,30.838236,events/second
1554650151,8855,29.872351,30.691526,30.479509,30.839987,events/second
1554650161,9167,29.915562,30.860419,30.522746,30.850588,events/second
1554650171,9482,29.965481,30.913829,30.545003,30.854455,events/second
1554650181,9795,30.006523,30.973753,30.569782,30.859382,events/second
1554650191,10107,30.042028,31.035354,30.596836,30.865337,events/second
1554650201,10426,30.095536,31.140586,30.633139,30.874575,events/second
1554650211,10733,30.112417,31.103012,30.641860,30.874853,events/second
1554650221,11063,30.191056,31.343704,30.709143,30.894998,events/second
