t,count
1554649861,156
1554649871,360
1554649881,572
1554649891,782
1554649901,975
1554649911,1177
1554649921,1389
1554649931,1597
1554649941,1803
1554649951,1860
1554649961,2005
1554649971,2178
1554649981,2386
1554649991,2592
1554650001,2806
1554650011,3000
1554650021,3227
1554650031,3442
1554650041,3677
1554650051,3900
1554650061,4116
1554650071,4324
1554650081,4550
1554650091,4757
1554650101,4969
1554650111,5167
1554650121,5361
1554650131,5553
1554650141,5757
1554650151,5956
1554650161,6154
1554650171,6362
1554650181,6569
1554650191,6791
1554650201,6977
1554650211,7174
1554650221,7376
