t,count
1552648604,151
1552648614,252
1552648624,295
1552648634,383
1552648644,508
1552648654,616
1552648664,751
1552648674,874
1552648684,930
1552648694,998
1552648704,1096
1552648714,1174
1552648724,1279
1552648734,1347
1552648744,1519
1552648754,1703
1552648764,1768
1552648774,1880
1552648784,1943
1552648794,2030
1552648804,2069
1552648814,2117
1552648824,2170
1552648834,2182
1552648844,2202
1552648854,2235
1552648864,2290
1552648874,2385
1552648884,2478
1552648894,2576
1552648904,2608
1552648914,2622
1552648924,2712
1552648934,2745
1552648944,2786
1552648954,2866
1552648964,2994
1552648974,3055
1552648984,3203
1552648994,3234
1552649004,3342
1552649014,3437
1552649024,3466
1552649034,3553
1552649044,3577
1552649054,3653
1552649064,3730
1552649074,3740
1552649084,3750
1552649094,3760
1552649104,3770
1552649114,3780
1552649124,3790
1552649134,3800
1552649144,3810
1552649154,3820
1552649164,3830
1552649174,3840
1552649184,3850
1552649194,3860
1552649204,3870
1552649214,3880
1552649224,3890
1552649234,3900
1552649244,3910
1552649254,3920
1552649264,3930
1552649274,3940
1552649284,3950
1552649294,3960
1552649304,3970
1552649314,3980
1552649324,3990
1552649334,4000
1552649344,4010
1552649354,4020
1552649364,4030
1552649374,4040
1552649384,4050
1552649394,4060
1552649404,4070
1552649414,4080
1552649424,4090
1552649434,4100
1552649444,4110
1552649454,4120
1552649464,4130
1552649474,4140
1552649484,4150
1552649494,4160
1552649504,4170
1552649514,4180
1552649524,4190
1552649534,4200
1552649544,4210
1552649554,4220
1552649564,4230
1552649574,4240
1552649584,4250
