t,count
1552648604,9
1552648614,19
1552648624,29
1552648634,39
1552648644,49
1552648654,59
1552648664,69
1552648674,79
1552648684,89
1552648694,99
1552648704,109
1552648714,119
1552648724,129
1552648734,139
1552648744,149
1552648754,159
1552648764,169
1552648774,179
1552648784,189
1552648794,199
1552648804,209
1552648814,219
1552648824,229
1552648834,239
1552648844,249
1552648854,259
1552648864,269
1552648874,279
1552648884,289
1552648894,299
1552648904,309
1552648914,319
1552648924,329
1552648934,339
1552648944,349
1552648954,359
1552648964,369
1552648974,379
1552648984,389
1552648994,399
1552649004,409
1552649014,419
1552649024,429
1552649034,439
1552649044,449
1552649054,459
1552649064,469
1552649074,479
1552649084,489
1552649094,499
1552649104,509
1552649114,519
1552649124,529
1552649134,539
1552649144,549
1552649154,559
1552649164,569
1552649174,579
1552649184,589
1552649194,599
1552649204,609
1552649214,619
1552649224,629
1552649234,639
1552649244,649
1552649254,659
1552649264,669
1552649274,679
1552649284,689
1552649294,699
1552649304,709
1552649314,719
1552649324,729
1552649334,739
1552649344,749
1552649354,759
1552649364,769
1552649374,779
1552649384,789
1552649394,799
1552649404,809
1552649414,819
1552649424,829
1552649434,839
1552649444,849
1552649454,859
1552649464,869
1552649474,879
1552649484,889
1552649494,899
1552649504,909
1552649514,919
1552649524,929
1552649534,939
1552649544,949
1552649554,959
1552649564,969
1552649574,979
1552649584,989
