t,count
1554841169,4
1554841179,14
1554841189,23
1554841199,32
1554841209,42
1554841219,52
1554841229,62
1554841239,71
1554841249,81
1554841259,91
1554841269,101
1554841279,111
1554841289,121
1554841299,131
1554841309,141
1554841319,151
1554841329,161
1554841339,171
1554841349,181
1554841359,191
1554841369,201
1554841379,210
1554841389,219
1554841399,229
1554841409,239
1554841419,249
1554841429,259
1554841439,269
1554841449,279
1554841459,289
1554841469,299
1554841479,309
1554841489,319
1554841499,329
1554841509,339
1554841519,349
1554841529,359
