t,count
1554841189,2
1554841199,8
1554841209,14
1554841219,19
1554841229,25
1554841239,30
1554841249,35
1554841259,41
1554841269,46
1554841279,52
1554841289,59
1554841299,64
1554841309,70
1554841319,79
1554841329,84
1554841339,89
1554841349,95
1554841359,100
1554841369,105
1554841379,110
1554841389,118
1554841399,123
1554841409,131
1554841419,136
1554841429,141
1554841439,147
1554841449,155
1554841459,162
1554841469,168
1554841479,174
1554841489,182
1554841499,190
1554841509,197
1554841519,205
1554841529,214
