t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825113,5,11.959452,0.000000,0.000000,0.000000,events/second
1554825123,51,4.888702,5.336036,5.386777,5.395568,events/second
1554825133,83,4.050036,4.923676,5.295744,5.364715,events/second
1554825143,133,4.372336,4.968023,5.295309,5.363935,events/second
1554825153,165,4.082909,4.733065,5.236042,5.343293,events/second
1554825163,210,4.162869,4.612855,5.195192,5.328414,events/second
1554825173,269,4.453494,4.836684,5.224664,5.336918,events/second
1554825183,314,4.459960,4.816340,5.207491,5.329883,events/second
1554825193,363,4.514279,4.860526,5.203994,5.327346,events/second
1554825203,399,4.413083,4.610719,5.138514,5.303865,events/second
1554825213,411,4.086435,4.144683,5.022344,5.262920,events/second
1554825223,419,3.785416,3.631213,4.883919,5.213606,events/second
1554825233,426,3.536782,3.183136,4.746836,5.163742,events/second
1554825243,433,3.318648,2.785299,4.610832,5.113308,events/second
1554825253,440,3.131196,2.464528,4.482592,5.064540,events/second
1554825263,448,2.977264,2.208993,4.361862,5.017418,events/second
1554825273,456,2.840510,2.008678,4.248396,4.971926,events/second
1554825283,463,2.711879,1.792420,4.128788,4.923617,events/second
1554825293,471,2.608089,1.641344,4.019712,4.878059,events/second
1554825303,479,2.515090,1.526895,3.917408,4.834100,events/second
1554825313,488,2.434939,1.415303,3.815207,4.789525,events/second
1554825323,498,2.366791,1.351547,3.722914,4.747652,events/second
1554825333,507,2.300328,1.297578,3.633646,4.706242,events/second
1554825343,517,2.243768,1.251894,3.547305,4.665289,events/second
1554825353,526,2.187651,1.198511,3.460543,4.623688,events/second
1554825363,533,2.127838,1.105350,3.366709,4.579221,events/second
1554825373,539,2.069272,1.042482,3.279256,4.536354,events/second
1554825383,548,2.025910,1.005257,3.197977,4.495069,events/second
1554825393,556,1.981954,0.972468,3.119307,4.454234,events/second
1554825403,564,1.940453,0.945991,3.043271,4.413856,events/second
1554825413,570,1.896912,0.908866,2.966477,4.372822,events/second
1554825423,578,1.861909,0.892153,2.895451,4.333344,events/second
1554825433,584,1.822092,0.847302,2.820197,4.292092,events/second
1554825443,592,1.791326,0.840040,2.753967,4.253506,events/second
1554825453,599,1.759189,0.819181,2.686658,4.214244,events/second
1554825463,608,1.734499,0.816236,2.624806,4.176518,events/second
