t,count
1554825113,2
1554825123,7
1554825133,13
1554825143,18
1554825153,24
1554825163,30
1554825173,35
1554825183,41
1554825193,47
1554825203,53
1554825213,58
1554825223,66
1554825233,72
1554825243,78
1554825253,83
1554825263,88
1554825273,93
1554825283,98
1554825293,105
1554825303,111
1554825313,119
1554825323,125
1554825333,135
1554825343,144
1554825353,154
1554825363,164
1554825373,174
1554825383,184
1554825393,194
1554825403,204
1554825413,213
1554825423,223
1554825433,233
1554825443,243
1554825453,253
1554825463,263
