t,count
1554825123,4
1554825133,9
1554825143,14
1554825153,19
1554825163,24
1554825173,29
1554825183,34
1554825193,39
1554825203,44
1554825213,51
1554825223,60
1554825233,70
1554825243,80
1554825253,90
1554825263,100
1554825273,109
1554825283,119
1554825293,128
1554825303,138
1554825313,148
1554825323,158
1554825333,168
1554825343,178
1554825353,188
1554825363,198
1554825373,208
1554825383,218
1554825393,227
1554825403,237
1554825413,247
1554825423,257
1554825433,267
1554825443,277
1554825453,287
1554825463,297
