t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553045406,206,28.197676,28.000000,28.000000,28.000000,events/second
1553045416,491,28.419485,28.076120,28.016365,28.005522,events/second
1553045426,778,28.527247,28.171258,28.038750,28.013192,events/second
1553045436,1062,28.490316,28.250511,28.060346,28.020772,events/second
1553045446,1357,28.624543,28.336146,28.084649,28.029388,events/second
1553045456,1631,28.478756,28.326122,28.091518,28.032357,events/second
1553045466,1909,28.378336,28.213371,28.075350,28.027574,events/second
1553045476,2199,28.458646,28.304708,28.099161,28.036115,events/second
1553045486,2484,28.455148,28.300788,28.105609,28.039015,events/second
1553045496,2766,28.435652,28.346723,28.121817,28.045214,events/second
1553045506,3040,28.313019,28.356180,28.130991,28.049140,events/second
1553045516,3318,28.286911,28.187636,28.100852,28.039801,events/second
1553045526,3602,28.303122,28.113414,28.087738,28.036049,events/second
1553046178,272,28.835308,28.800000,28.800000,28.800000,events/second
1553046188,555,28.442993,28.752027,28.790083,28.796676,events/second
1553046198,835,28.374911,28.620586,28.760875,28.786765,events/second
1553046208,1117,28.290583,28.569452,28.745684,28.781377,events/second
1553046218,1399,28.299283,28.515292,28.727904,28.774965,events/second
1553046228,1682,28.292104,28.496314,28.717099,28.770816,events/second
1553046238,1966,28.319471,28.498797,28.710064,28.767833,events/second
1553046248,2253,28.366329,28.498343,28.703150,28.764870,events/second
1553046258,2532,28.316460,28.497958,28.696462,28.761941,events/second
1553046268,2816,28.322346,28.425348,28.673793,28.753540,events/second
1553046278,3094,28.277203,28.376040,28.655009,28.746322,events/second
1553046288,3376,28.271016,28.288886,28.627034,28.735871,events/second
1553046298,3652,28.204190,28.289953,28.616285,28.731052,events/second
1553046308,3927,28.167629,28.126461,28.570017,28.714153,events/second
