t,count
1554825119,2
1554825129,8
1554825139,14
1554825149,20
1554825159,25
1554825169,31
1554825179,36
1554825189,42
1554825199,48
1554825209,54
1554825219,59
1554825229,68
1554825239,73
1554825249,79
1554825259,84
1554825269,89
1554825279,94
1554825289,99
1554825299,108
1554825309,113
1554825319,120
1554825329,125
1554825339,130
1554825349,135
1554825359,143
1554825369,150
1554825379,157
1554825389,163
1554825399,170
1554825409,177
1554825419,185
1554825429,192
1554825439,201
1554825449,207
1554825459,214
