t,count
1554825119,1
1554825129,7
1554825139,12
1554825149,17
1554825159,23
1554825169,29
1554825179,34
1554825189,40
1554825199,45
1554825209,50
1554825219,57
1554825229,63
1554825239,68
1554825249,77
1554825259,82
1554825269,89
1554825279,94
1554825289,99
1554825299,104
1554825309,109
1554825319,117
1554825329,122
1554825339,128
1554825349,133
1554825359,141
1554825369,151
1554825379,161
1554825389,171
1554825399,181
1554825409,191
1554825419,201
1554825429,211
1554825439,221
1554825449,231
1554825459,241
