t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552758600,5,1.351139,0.000000,0.000000,0.000000,events/second
1552758610,32,2.380395,1.679956,1.616529,1.605540,events/second
1552758620,65,2.766413,1.866615,1.658578,1.619840,events/second
1552758630,97,2.899356,2.099461,1.715560,1.639498,events/second
1552758640,134,3.085122,2.363082,1.784005,1.663383,events/second
1552758650,168,3.144536,2.539537,1.840344,1.683686,events/second
1552758660,209,3.293580,2.702338,1.898032,1.704861,events/second
1552758670,257,3.499343,3.008376,1.989865,1.737953,events/second
1552758680,297,3.559484,3.188755,2.062212,1.765145,events/second
1552758690,337,3.607508,3.344000,2.132297,1.792049,events/second
1552758700,374,3.615076,3.398013,2.183665,1.813128,events/second
1552758710,417,3.676498,3.507699,2.246572,1.838407,events/second
1552758720,456,3.694128,3.568563,2.300805,1.861190,events/second
1552758730,497,3.725210,3.650788,2.359817,1.885931,events/second
1552758740,537,3.743335,3.688407,2.410283,1.908182,events/second
1552758750,580,3.780555,3.796371,2.475459,1.935710,events/second
1552758760,622,3.806254,3.859614,2.532051,1.960735,events/second
1552758770,663,3.823131,3.911870,2.586733,1.985478,events/second
1552758780,705,3.842307,3.941390,2.636371,2.008846,events/second
1552758790,750,3.877669,4.013074,2.694244,2.035274,events/second
1552758800,800,3.932669,4.165864,2.769891,2.068039,events/second
1552758810,849,3.978097,4.249781,2.833249,2.097130,events/second
1552758820,901,4.032810,4.410370,2.914091,2.132518,events/second
1552758830,944,4.043589,4.438203,2.969307,2.159776,events/second
1552758840,994,4.083331,4.481590,3.026183,2.187860,events/second
1552758850,1051,4.147329,4.669277,3.113868,2.226671,events/second
1552758860,1095,4.156892,4.657363,3.162535,2.252889,events/second
1552758870,1139,4.165628,4.664548,3.212966,2.279932,events/second
1552758880,1179,4.159855,4.579798,3.242129,2.300052,events/second
1552758890,1216,4.142969,4.351982,3.237442,2.308888,events/second
1552758900,1262,4.158591,4.451465,3.295225,2.338624,events/second
1552758910,1292,4.121461,4.272776,3.295300,2.349237,events/second
