t,value
1552648534,0.0
1552648544,0.0
1552648554,0.0
1552648564,8.406893652795292E-4
1552648574,0.001342732460557234
1552648584,0.0011176306230790724
1552648594,0.0011964584828906438
1552648604,0.0012554927809165098
1552648614,0.0013013571295779885
1552648624,0.001338016390700786
1552648634,0.0012159902720778233
1552648644,0.0011143613316617913
1552648654,0.0010284098213137935
1552648664,9.547678720611051E-4
1552648674,8.909678137877269E-4
1552648684,8.351602463722727E-4
1552648694,9.824147755182239E-4
1552648704,9.277298450691159E-4
1552648714,8.788118463836892E-4
1552648724,8.347942232239753E-4
1552648734,7.949757532395262E-4
1552648744,8.346612034296988E-4
1552648754,9.434646926482328E-4
1552648764,9.040962514778497E-4
1552648774,9.346418318979905E-4
1552648784,9.628345850182939E-4
1552648794,0.0010507447926324247
1552648804,0.0010131712259371835
1552648814,0.0010357327809425167
1552648824,0.001056788475443573
1552648834,0.0010225499165814542
1552648844,9.906152241918665E-4
1552648854,9.606147934678194E-4
1552648864,9.323323028607881E-4
1552648874,9.05667572334239E-4
1552648884,9.268270077390055E-4
1552648894,9.017132551848512E-4
1552648904,8.77963125548727E-4
1552648914,8.55431993156544E-4
1552648924,8.340283569641367E-4
1552648934,8.136696501220504E-4
1552648944,7.942811755361397E-4
1552648954,7.757951900698216E-4
1552648964,7.58150113722517E-4
1552648974,7.412898443291327E-4
1552648984,7.251631617113851E-4
1552648994,7.097232079489E-4
1552649004,6.949270326615705E-4
1552649014,6.807351940095302E-4
1552649024,6.6711140760507E-4
1552649034,6.540222367560497E-4
1552649044,6.414368184733803E-4
1552649054,6.293266205160479E-4
1552649064,6.176652254478073E-4
1552649074,6.064281382656155E-4
1552649084,5.955926146515784E-4
1552649094,5.851375073142189E-4
1552649104,5.750431282346176E-4
1552649114,5.652911249293386E-4
1552649124,5.558643690939411E-4
1552649134,5.467468562055768E-4
1552649144,5.379236148466917E-4
1552649154,5.293666128477277E-4
1552649164,5.211047420531526E-4
1552649174,5.13083632632119E-4
1552649184,5.053057099545225E-4
1552649194,4.977600796416127E-4
1552649204,4.904364884747426E-4
1552649214,4.833252779120348E-4
1552649224,4.764173415912339E-4
1552649234,4.697040864255519E-4
1552649244,4.631773969430292E-4
1552649254,4.5682960255824577E-4
1552649264,4.506534474988734E-4
1552649274,4.4464206313917296E-4
1552649284,4.3878894251864854E-4
1552649294,4.3308791684711995E-4
1552649304,4.275239947842073E-4
1552649314,4.221101285325341E-4
1552649324,4.16831662533086E-4
1552649334,4.1168358000041167E-4
1552649344,4.0666110896484415E-4
1552649354,4.0175970751893294E-4
1552649364,3.969750501181001E-4
1552649374,3.923030148486691E-4
1552649384,3.8773967158449815E-4
1552649394,3.832812709606945E-4
1552649404,3.7892423409939183E-4
1552649414,3.7466514302841836E-4
1552649424,3.7050073173894516E-4
1552649434,3.6642787783294556E-4
1552649444,3.624435947155724E-4
1552649454,3.585450242914254E-4
1552649464,3.547294301271705E-4
1552649474,3.509941910461382E-4
1552649484,3.473367951233914E-4
1552649494,3.4375483405235386E-4
1552649504,3.402459978564502E-4
1552649514,3.368080699213553E-4
1552649524,3.3343892232540304E-4
1552649534,3.301365114474835E-4
1552649544,3.268988738333796E-4
1552649554,3.237241223029734E-4
1552649564,3.206104422821051E-4
1552649574,3.1755608834410377E-4
1552649584,3.145593809471383E-4
