t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824111,5,8.951799,0.000000,0.000000,0.000000,events/second
1554824121,54,5.125356,5.736036,5.786777,5.795568,events/second
1554824131,88,4.281639,5.324954,5.695798,5.764721,events/second
1554824141,141,4.609524,5.296821,5.679162,5.758438,events/second
1554824151,177,4.366357,5.054246,5.617009,5.736737,events/second
1554824161,213,4.214561,4.809887,5.547359,5.711994,events/second
1554824171,278,4.592921,5.051442,5.575203,5.719584,events/second
1554824181,320,4.537843,4.950155,5.536620,5.704997,events/second
1554824191,370,4.594207,4.985953,5.525475,5.699405,events/second
1554824201,413,4.562377,4.874245,5.482404,5.682880,events/second
1554824211,446,4.437130,4.635136,5.413588,5.657593,events/second
1554824221,501,4.533212,4.762785,5.413580,5.654796,events/second
1554824231,536,4.447609,4.584276,5.354123,5.632091,events/second
1554824241,550,4.214090,4.062171,5.217826,5.583106,events/second
1554824251,605,4.305206,4.278429,5.226885,5.582167,events/second
1554824261,637,4.232241,4.141017,5.166884,5.558042,events/second
1554824271,686,4.273654,4.265845,5.158489,5.550811,events/second
1554824281,751,4.404105,4.532070,5.186077,5.555774,events/second
1554824291,808,4.475889,4.737597,5.209291,5.559556,events/second
1554824301,850,4.461643,4.717752,5.189371,5.548960,events/second
1554824311,871,4.343120,4.221850,5.068337,5.504211,events/second
1554824321,922,4.379570,4.342589,5.066151,5.498646,events/second
1554824331,938,4.253608,3.997671,4.968882,5.461089,events/second
1554824341,991,4.298536,4.230224,4.986376,5.461528,events/second
1554824351,1015,4.219842,3.930703,4.898170,5.426579,events/second
1554824361,1025,4.091411,3.495499,4.773623,5.378769,events/second
1554824371,1034,3.968813,3.097682,4.646658,5.329284,events/second
1554824381,1044,3.859350,2.760937,4.523856,5.280345,events/second
1554824391,1053,3.753690,2.474610,4.405024,5.231941,events/second
1554824401,1063,3.658837,2.248230,4.293394,5.185179,events/second
1554824411,1073,3.570119,2.056604,4.185424,5.138935,events/second
1554824421,1082,3.484493,1.894396,4.080993,5.093201,events/second
