t,count
1554824121,3
1554824131,13
1554824141,22
1554824151,32
1554824161,41
1554824171,51
1554824181,60
1554824191,70
1554824201,79
1554824211,89
1554824221,99
1554824231,109
1554824241,119
1554824251,128
1554824261,138
1554824271,148
1554824281,158
1554824291,168
1554824301,177
1554824311,187
1554824321,197
1554824331,207
1554824341,217
1554824351,227
1554824361,237
1554824371,247
1554824381,257
1554824391,267
1554824401,277
1554824411,287
1554824421,297
