t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824114,8,8.430394,0.000000,0.000000,0.000000,events/second
1554824124,64,5.852023,5.888062,5.976860,5.992244,events/second
1554824134,138,6.589633,6.096510,6.019883,6.006654,events/second
1554824144,210,6.794513,6.275514,6.061604,6.020917,events/second
1554824154,306,7.477491,6.601661,6.138266,6.047205,events/second
1554824164,377,7.402222,6.848962,6.208562,6.072033,events/second
1554824174,448,7.355967,6.896460,6.240792,6.084466,events/second
1554824184,519,7.320015,6.876537,6.258907,6.092348,events/second
1554824194,590,7.289615,6.889098,6.282929,6.102347,events/second
1554824204,689,7.579231,7.329582,6.397959,6.143174,events/second
1554824214,786,7.789774,7.705001,6.509328,6.183562,events/second
1554824224,872,7.862630,7.901249,6.590872,6.214670,events/second
1554824234,945,7.816334,7.795522,6.613547,6.226598,events/second
1554824244,1011,7.722030,7.604316,6.612775,6.230687,events/second
1554824254,1073,7.614924,7.446299,6.612192,6.234749,events/second
1554824264,1129,7.481701,7.144310,6.575593,6.226615,events/second
1554824274,1193,7.414156,6.982072,6.559920,6.225207,events/second
1554824284,1259,7.366752,6.933015,6.564266,6.230426,events/second
1554824294,1325,7.324273,6.880612,6.565383,6.234503,events/second
1554824304,1392,7.291715,6.847132,6.569550,6.239619,events/second
1554824314,1455,7.242082,6.759940,6.560577,6.240271,events/second
1554824324,1522,7.216114,6.718117,6.558509,6.243132,events/second
1554824334,1579,7.147697,6.584210,6.536565,6.239300,events/second
1554824344,1636,7.084867,6.442714,6.508894,6.233314,events/second
1554824354,1697,7.044383,6.368357,6.491937,6.230705,events/second
1554824364,1755,6.994513,6.320127,6.478787,6.229227,events/second
1554824374,1810,6.936360,6.233885,6.456261,6.224453,events/second
1554824384,1831,6.758718,5.646592,6.323335,6.182201,events/second
1554824394,1847,6.575259,5.008097,6.165126,6.130455,events/second
1554824404,1865,6.410045,4.514317,6.021965,6.082599,events/second
1554824414,1881,6.251225,4.065637,5.876941,6.033062,events/second
1554824424,1899,6.108049,3.717820,5.743283,5.986288,events/second
