t,count
1554825113,4
1554825123,14
1554825133,23
1554825143,33
1554825153,43
1554825163,52
1554825173,62
1554825183,71
1554825193,81
1554825203,90
1554825213,100
1554825223,110
1554825233,120
1554825243,129
1554825253,139
1554825263,149
1554825273,159
1554825283,169
1554825293,179
1554825303,189
1554825313,199
1554825323,209
1554825333,219
1554825343,229
1554825353,239
1554825363,249
1554825373,259
1554825383,269
1554825393,279
1554825403,289
1554825413,299
1554825423,309
1554825433,319
1554825443,329
1554825453,339
