t,value
1554825113,0.008576329331046312
1554825123,0.05409974640743871
1554825133,0.07739764441951767
1554825143,0.08770457406630298
1554825153,0.0918538384177003
1554825163,0.09600893106335473
1554825173,0.0994501553908678
1554825183,0.10202801588960904
1554825193,0.10347389931265094
1554825203,0.10212268092929969
1554825213,0.10299255658514356
1554825223,0.10427398023110121
1554825233,0.10368752409096749
1554825243,0.10378146248359776
1554825253,0.10230435266614717
1554825263,0.10122091203172284
1554825273,0.10085436511833448
1554825283,0.09978670128906612
1554825293,0.09812878854432047
1554825303,0.09697070850371359
1554825313,0.09743304458396249
1554825323,0.09694303269362058
1554825333,0.09729376768482914
1554825343,0.09559897100743933
1554825353,0.09437362343989855
1554825363,0.09292177372778028
1554825373,0.09102144225421739
1554825383,0.08854197700053626
1554825393,0.08565840188690099
1554825403,0.08296724684424178
1554825413,0.08039606091589087
1554825423,0.0779816513761468
1554825433,0.07571775171856045
1554825443,0.07348901098901099
1554825453,0.07138772398017537
