t,count
1554825123,3
1554825133,10
1554825143,15
1554825153,20
1554825163,26
1554825173,32
1554825183,37
1554825193,43
1554825203,49
1554825213,54
1554825223,62
1554825233,67
1554825243,73
1554825253,81
1554825263,86
1554825273,92
1554825283,98
1554825293,103
1554825303,109
1554825313,118
1554825323,127
1554825333,134
1554825343,141
1554825353,149
1554825363,159
1554825373,169
1554825383,179
1554825393,189
1554825403,199
1554825413,209
1554825423,219
1554825433,229
1554825443,238
1554825453,248
