t,count
1554825113,3
1554825123,8
1554825133,13
1554825143,19
1554825153,25
1554825163,30
1554825173,37
1554825183,43
1554825193,48
1554825203,55
1554825213,60
1554825223,65
1554825233,74
1554825243,79
1554825253,85
1554825263,90
1554825273,95
1554825283,100
1554825293,105
1554825303,113
1554825313,118
1554825323,125
1554825333,130
1554825343,135
1554825353,141
1554825363,149
1554825373,156
1554825383,163
1554825393,168
1554825403,176
1554825413,184
1554825423,190
1554825433,199
1554825443,207
1554825453,214
