t,count
1554841161,0
1554841171,12
1554841181,43
1554841191,87
1554841201,127
1554841211,170
1554841221,211
1554841231,254
1554841241,304
1554841251,351
1554841261,398
1554841271,499
1554841281,602
1554841291,675
1554841301,797
1554841311,867
1554841321,907
1554841331,1060
1554841341,1288
1554841351,1528
1554841361,1712
1554841371,1992
1554841381,2063
1554841391,2153
1554841401,2285
1554841411,2285
1554841421,2285
1554841431,2285
1554841441,2285
1554841451,2285
1554841461,2285
1554841471,2285
1554841481,2285
1554841491,2285
1554841501,2285
1554841511,2784
1554841521,2784
1554841531,2784
