t,count
1554841171,1
1554841181,8
1554841191,13
1554841201,18
1554841211,23
1554841221,29
1554841231,34
1554841241,40
1554841251,45
1554841261,51
1554841271,57
1554841281,63
1554841291,69
1554841301,78
1554841311,85
1554841321,94
1554841331,103
1554841341,113
1554841351,123
1554841361,132
1554841371,142
1554841381,152
1554841391,162
1554841401,172
1554841411,182
1554841421,192
1554841431,202
1554841441,212
1554841451,222
1554841461,232
1554841471,242
1554841481,252
1554841491,262
1554841501,272
1554841511,282
1554841521,292
1554841531,302
