t,count
1554841182,2
1554841192,7
1554841202,12
1554841212,17
1554841222,22
1554841232,27
1554841242,32
1554841252,37
1554841262,42
1554841272,47
1554841282,52
1554841292,57
1554841302,62
1554841312,68
1554841322,77
1554841332,86
1554841342,96
1554841352,106
1554841362,116
1554841372,126
1554841382,136
1554841392,146
1554841402,155
1554841412,165
1554841422,175
1554841432,185
1554841442,195
1554841452,205
1554841462,215
1554841472,225
1554841482,235
1554841492,245
1554841502,255
1554841512,265
1554841522,275
1554841532,285
