t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554841172,1,1.538571,0.000000,0.000000,0.000000,events/second
1554841182,11,1.032794,1.000000,1.000000,1.000000,events/second
1554841192,19,0.918551,0.984009,0.996694,0.998892,events/second
1554841202,41,1.338058,1.143818,1.029750,1.009972,events/second
1554841212,63,1.550176,1.323231,1.071476,1.024236,events/second
1554841222,88,1.737405,1.472543,1.111725,1.038329,events/second
1554841232,117,1.928828,1.693602,1.170433,1.058909,events/second
1554841242,148,2.095277,1.924862,1.236970,1.082568,events/second
1554841252,193,2.393187,2.291407,1.337470,1.118128,events/second
1554841262,250,2.756240,2.820442,1.480737,1.168784,events/second
1554841272,307,3.050654,3.308562,1.628896,1.222167,events/second
1554841282,369,3.335091,3.723025,1.772253,1.274966,events/second
1554841292,435,3.605784,4.163415,1.930470,1.333799,events/second
1554841302,497,3.804200,4.476068,2.070442,1.387569,events/second
1554841312,562,3.995987,4.770148,2.212327,1.442948,events/second
1554841322,624,4.141983,4.987099,2.342949,1.495500,events/second
1554841332,693,4.314155,5.235988,2.482567,1.551909,events/second
1554841342,766,4.489122,5.595071,2.650172,1.618719,events/second
1554841352,843,4.666473,5.904143,2.812502,1.684816,events/second
1554841362,920,4.825934,6.175365,2.972542,1.751260,events/second
1554841372,992,4.943685,6.364647,3.117746,1.813683,events/second
1554841382,1070,5.079628,6.571566,3.268052,1.878733,events/second
1554841392,1146,5.193805,6.716016,3.406873,1.940855,events/second
1554841402,1227,5.319061,6.931679,3.560869,2.008927,events/second
1554841412,1312,5.452092,7.151979,3.719296,2.079521,events/second
1554841422,1391,5.549557,7.311591,3.866136,2.147144,events/second
1554841432,1475,5.658813,7.451813,4.008381,2.214044,events/second
1554841442,1557,5.752846,7.580108,4.148995,2.281282,events/second
1554841452,1641,5.847453,7.704698,4.288305,2.348886,events/second
1554841462,1723,5.927895,7.784571,4.416710,2.413557,events/second
1554841472,1805,6.003894,7.847069,4.540686,2.477488,events/second
1554841482,1893,6.093817,7.993361,4.680323,2.547350,events/second
1554841492,1978,6.168519,8.025084,4.795712,2.609809,events/second
1554841502,2068,6.254404,8.204176,4.940047,2.682622,events/second
1554841512,2155,6.325961,8.279655,5.063285,2.749109,events/second
1554841522,2243,6.396931,8.358259,5.185735,2.815963,events/second
1554841532,2336,6.477036,8.503473,5.320644,2.887612,events/second
