t,count
1552575248,140
1552575258,333
1552575268,510
1552575278,685
1552575288,866
1552575298,1050
1552575308,1233
1552575318,1404
1552575328,1623
1552575338,1795
1552575348,1973
1552575358,2126
1552575368,2351
1552575378,2526
1552575388,2720
1552575398,2962
1552575408,3153
1552575418,3309
1552575428,3482
1552575438,3678
1552575448,3882
1552575458,4054
1552575468,4205
1552575478,4416
1552575488,4585
1552575498,4780
1552575508,4997
1552575518,5204
