t,value
1552575178,0.4913494809688581
1552575188,0.49617672047578587
1552575198,0.4974676420934159
1552575208,0.4981068573832562
1552575218,0.49848841115216663
1552575228,0.4984623986580934
1552575238,0.4988032551460029
1552575248,0.4989535370447886
1552575258,0.49907028635180367
1552575268,0.499163599866176
1552575278,0.4992398905442384
1552575288,0.4993034271384787
1552575298,0.499357161223965
1552575308,0.4994031988541418
1552575318,0.4994430830920027
1552575328,0.4994779703487158
1552575338,0.4781882491648654
1552575348,0.45156800890703286
1552575358,0.4277553172789594
1552575368,0.40632826849223574
1552575378,0.38694546032755606
1552575388,0.3693276673243284
1552575398,0.35324430251124983
1552575408,0.33850326888301574
1552575418,0.3249432501001469
1552575428,0.31242778277057387
1552575438,0.30084064779329955
1552575448,0.29008225056621767
1552575458,0.2800667510645644
1552575468,0.2707197686060741
1552575478,0.2619765313812036
1552575488,0.2537803733444572
1552575498,0.24608150470219436
1552575508,0.23883599960741977
1552575518,0.23200495757460196
