t,count
1554674942,13
1554674952,25
1554674962,38
1554674972,50
1554674982,63
1554674992,76
1554675002,88
1554675012,102
1554675022,115
1554675032,127
1554675042,142
1554675052,155
1554675062,167
1554675072,179
1554675082,193
1554675092,205
1554675102,221
1554675112,236
1554675122,246
1554675132,259
1554675142,270
1554675152,282
1554675162,296
1554675172,308
1554675182,318
1554675192,330
1554675202,342
1554675212,352
1554675222,364
1554675232,377
1554675242,387
1554675252,400
1554675262,412
1554675273,423
1554675282,428
1554675670,14
1554675680,27
1554675690,40
1554675700,52
1554675710,64
1554675720,76
1554675730,87
1554675740,101
1554675750,113
1554675760,125
1554675770,140
1554675780,153
1554675790,165
1554675800,178
1554675810,193
1554675820,206
1554675830,221
1554675840,236
1554675850,247
1554675860,258
1554675870,270
1554675880,282
1554675890,296
1554675900,307
1554675910,318
1554675920,329
1554675930,340
1554675940,351
