t,count
1554674942,60
1554674952,205
1554674962,351
1554674972,502
1554674982,661
1554674992,830
1554675002,1036
1554675012,1162
1554675022,1330
1554675032,1478
1554675042,1587
1554675052,1719
1554675062,1913
1554675072,2103
1554675082,2211
1554675092,2380
1554675102,2481
1554675112,2589
1554675122,2735
1554675132,2895
1554675142,3052
1554675152,3214
1554675162,3314
1554675172,3491
1554675182,3663
1554675192,3830
1554675202,4033
1554675212,4211
1554675222,4381
1554675232,4563
1554675242,4704
1554675252,4871
1554675262,4936
1554675273,4949
1554675282,4956
1554675670,107
1554675680,249
1554675690,413
1554675700,563
1554675710,725
1554675720,903
1554675730,1123
1554675740,1252
1554675750,1418
1554675760,1562
1554675770,1698
1554675780,1833
1554675790,2021
1554675800,2216
1554675810,2328
1554675820,2503
1554675830,2618
1554675840,2730
1554675850,2896
1554675860,3063
1554675870,3222
1554675880,3386
1554675890,3514
1554675900,3699
1554675910,3876
1554675920,4040
1554675930,4233
1554675940,4404
