t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554662797,271,28.962134,29.200000,29.200000,29.200000,events/second
1554662807,554,28.625522,29.107889,29.180330,29.193370,events/second
1554662817,836,28.482969,28.936529,29.141579,29.180178,events/second
1554662827,1120,28.459178,28.886144,29.123879,29.173773,events/second
1554662837,1406,28.487901,28.811512,29.100147,29.165223,events/second
1554662847,1688,28.442924,28.779041,29.083750,29.158978,events/second
1554662857,1972,28.436854,28.675435,29.051527,29.147280,events/second
1554662867,2261,28.494557,28.666412,29.036833,29.141245,events/second
1554662877,2549,28.529491,28.684363,29.028959,29.137462,events/second
1554662887,2837,28.556766,28.700837,29.021399,29.133727,events/second
1554662897,3126,28.588770,28.746764,29.020697,29.132249,events/second
1554662907,3418,28.639883,28.801631,29.023324,29.131896,events/second
1554662917,3703,28.629010,28.784111,29.012642,29.127114,events/second
1554662927,3992,28.648370,28.755847,28.999114,29.121290,events/second
1554662937,4277,28.638226,28.761346,28.992532,29.117734,events/second
1554662947,4560,28.617395,28.720586,28.976358,29.110905,events/second
1554662957,4843,28.598649,28.625954,28.947655,29.099738,events/second
1554662967,5129,28.598893,28.652673,28.942814,29.096426,events/second
1554662977,5413,28.588360,28.599171,28.921767,29.087629,events/second
1554662987,5698,28.583793,28.599298,28.911218,29.082241,events/second
1554662997,5982,28.575149,28.600684,28.901070,29.076918,events/second
1554663007,6269,28.580816,28.556442,28.881447,29.068343,events/second
1554663017,6560,28.603089,28.593832,28.878777,29.065378,events/second
1554663027,6843,28.590810,28.622926,28.876085,29.062433,events/second
1554663037,7129,28.591260,28.621963,28.867143,29.057336,events/second
1554663047,7413,28.583759,28.589166,28.851883,29.050079,events/second
1554663057,7696,28.573437,28.576117,28.840374,29.044003,events/second
