t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554662797,14,1.496117,1.400000,1.400000,1.400000,events/second
1554662807,27,1.395054,1.384009,1.396694,1.398892,events/second
1554662817,42,1.430912,1.402455,1.400108,1.400012,events/second
1554662827,54,1.372112,1.386087,1.396799,1.398904,events/second
1554662837,66,1.337244,1.356241,1.390293,1.396700,events/second
1554662847,79,1.331132,1.346967,1.387305,1.395629,events/second
1554662857,92,1.326646,1.340396,1.384470,1.394575,events/second
1554662867,108,1.361067,1.365538,1.388285,1.395743,events/second
1554662877,123,1.376651,1.386819,1.391975,1.396898,events/second
1554662887,137,1.379003,1.388843,1.392238,1.396932,events/second
1554662897,151,1.380954,1.390556,1.392492,1.396966,events/second
1554662907,165,1.382544,1.392006,1.392739,1.397000,events/second
1554662917,178,1.376159,1.377242,1.389671,1.395925,events/second
1554662927,192,1.377866,1.364744,1.386704,1.394862,events/second
1554662937,205,1.372643,1.400860,1.393697,1.397129,events/second
1554662947,221,1.386930,1.387294,1.390707,1.396065,events/second
1554662957,233,1.375891,1.387966,1.390957,1.396102,events/second
1554662967,244,1.360515,1.359110,1.384696,1.393935,events/second
1554662977,258,1.362599,1.319971,1.375390,1.390690,events/second
1554662987,271,1.359453,1.346970,1.379448,1.391895,events/second
1554662997,285,1.361396,1.340398,1.376871,1.390883,events/second
1554663007,299,1.363155,1.349548,1.377629,1.390983,events/second
1554663017,316,1.377824,1.373285,1.381668,1.392191,events/second
1554663027,338,1.412194,1.470775,1.401994,1.398913,events/second
1554663037,359,1.439783,1.566734,1.424850,1.406657,events/second
1554663047,380,1.465234,1.647960,1.446957,1.414315,events/second
1554663057,401,1.488811,1.716718,1.468339,1.421888,events/second
